Date,City,Mean Temp,DAY OF THE WEEK
2016-06-03,SILICON VALLEY,71.5,FRIDAY
2016-06-04,SILICON VALLEY,65,SATURDAY
2016-06-05,SILICON VALLEY,62.5,SUNDAY
2016-06-06,SILICON VALLEY,62,MONDAY
2016-06-07,SILICON VALLEY,63.5,TUESDAY
2016-06-08,SILICON VALLEY,63.5,WEDNESDAY
2016-06-09,SILICON VALLEY,60.5,THURSDAY
2016-06-10,SILICON VALLEY,61,FRIDAY
2016-06-11,SILICON VALLEY,65.5,SATURDAY
2016-06-12,SILICON VALLEY,67,SUNDAY
2016-06-13,SILICON VALLEY,60.5,MONDAY
2016-06-14,SILICON VALLEY,60,TUESDAY
2016-06-15,SILICON VALLEY,59.5,WEDNESDAY
2016-06-16,SILICON VALLEY,65,THURSDAY
2016-06-17,SILICON VALLEY,65,FRIDAY
2016-06-18,SILICON VALLEY,64,SATURDAY
2016-06-19,SILICON VALLEY,70.5,SUNDAY
2016-06-20,SILICON VALLEY,63.5,MONDAY
2016-06-21,SILICON VALLEY,66.5,TUESDAY
2016-06-22,SILICON VALLEY,60,WEDNESDAY
2016-06-23,SILICON VALLEY,63.5,THURSDAY
2016-06-24,SILICON VALLEY,63.5,FRIDAY
2016-06-25,SILICON VALLEY,66,SATURDAY
2016-06-26,SILICON VALLEY,63,SUNDAY
2016-06-27,SILICON VALLEY,61,MONDAY
2016-06-28,SILICON VALLEY,59.5,TUESDAY
2016-06-29,SILICON VALLEY,57.5,WEDNESDAY
2016-06-30,SILICON VALLEY,63,THURSDAY
2016-07-01,SILICON VALLEY,62,FRIDAY
2016-07-02,SILICON VALLEY,64,SATURDAY
2016-07-03,SILICON VALLEY,64,SUNDAY
2016-07-04,SILICON VALLEY,64,MONDAY
2016-07-05,SILICON VALLEY,61,TUESDAY
2016-07-06,SILICON VALLEY,60.5,WEDNESDAY
2016-07-07,SILICON VALLEY,59,THURSDAY
2016-07-08,SILICON VALLEY,62.5,FRIDAY
2016-07-09,SILICON VALLEY,65,SATURDAY
2016-07-10,SILICON VALLEY,64.5,SUNDAY
2016-07-11,SILICON VALLEY,62,MONDAY
2016-07-12,SILICON VALLEY,62,TUESDAY
2016-07-13,SILICON VALLEY,66,WEDNESDAY
2016-07-14,SILICON VALLEY,61,THURSDAY
2016-07-15,SILICON VALLEY,63.5,FRIDAY
2016-07-16,SILICON VALLEY,64,SATURDAY
2016-07-17,SILICON VALLEY,63,SUNDAY
2016-07-18,SILICON VALLEY,62.5,MONDAY
2016-07-19,SILICON VALLEY,62,TUESDAY
2016-07-20,SILICON VALLEY,62,WEDNESDAY
2016-07-21,SILICON VALLEY,63,THURSDAY
2016-07-22,SILICON VALLEY,62,FRIDAY
2016-07-23,SILICON VALLEY,64,SATURDAY
2016-07-24,SILICON VALLEY,62.5,SUNDAY
2016-07-25,SILICON VALLEY,63,MONDAY
2016-07-26,SILICON VALLEY,67,TUESDAY
2016-07-27,SILICON VALLEY,63,WEDNESDAY
2016-07-28,SILICON VALLEY,61,THURSDAY
2016-07-29,SILICON VALLEY,61,FRIDAY
2016-07-30,SILICON VALLEY,63.5,SATURDAY
2016-07-31,SILICON VALLEY,66,SUNDAY
2016-08-01,SILICON VALLEY,65.5,MONDAY
2016-08-02,SILICON VALLEY,62.5,TUESDAY
2016-08-03,SILICON VALLEY,63.5,WEDNESDAY
2016-08-04,SILICON VALLEY,61.5,THURSDAY
2016-08-05,SILICON VALLEY,62,FRIDAY
2016-08-06,SILICON VALLEY,62,SATURDAY
2016-08-07,SILICON VALLEY,63,SUNDAY
2016-08-08,SILICON VALLEY,64.5,MONDAY
2016-08-09,SILICON VALLEY,66.5,TUESDAY
2016-08-10,SILICON VALLEY,65,WEDNESDAY
2016-08-11,SILICON VALLEY,65,THURSDAY
2016-08-12,SILICON VALLEY,61.5,FRIDAY
2016-08-13,SILICON VALLEY,61.5,SATURDAY
2016-08-14,SILICON VALLEY,62,SUNDAY
2016-08-15,SILICON VALLEY,62.5,MONDAY
2016-08-16,SILICON VALLEY,61.5,TUESDAY
2016-08-17,SILICON VALLEY,62.5,WEDNESDAY
2016-08-18,SILICON VALLEY,65.5,THURSDAY
2016-08-19,SILICON VALLEY,65.5,FRIDAY
2016-08-20,SILICON VALLEY,63.5,SATURDAY
2016-08-21,SILICON VALLEY,63.5,SUNDAY
2016-08-22,SILICON VALLEY,63.5,MONDAY
2016-08-23,SILICON VALLEY,65,TUESDAY
2016-08-24,SILICON VALLEY,62.5,WEDNESDAY
2016-08-25,SILICON VALLEY,63,THURSDAY
2016-08-26,SILICON VALLEY,65.5,FRIDAY
2016-08-27,SILICON VALLEY,66.5,SATURDAY
2016-08-28,SILICON VALLEY,65.5,SUNDAY
2016-08-29,SILICON VALLEY,64,MONDAY
2016-08-30,SILICON VALLEY,66.5,TUESDAY
2016-08-31,SILICON VALLEY,65,WEDNESDAY
2016-09-01,SILICON VALLEY,63,THURSDAY
2016-09-02,SILICON VALLEY,63,FRIDAY
2016-09-03,SILICON VALLEY,61.5,SATURDAY
2016-09-04,SILICON VALLEY,61.5,SUNDAY
2016-09-05,SILICON VALLEY,62.5,MONDAY
2016-09-06,SILICON VALLEY,69,TUESDAY
2016-09-07,SILICON VALLEY,73,WEDNESDAY
2016-09-08,SILICON VALLEY,65,THURSDAY
2016-09-09,SILICON VALLEY,61.5,FRIDAY
2016-09-10,SILICON VALLEY,61,SATURDAY
2016-09-11,SILICON VALLEY,63,SUNDAY
2016-09-12,SILICON VALLEY,60,MONDAY
2016-09-13,SILICON VALLEY,63.5,TUESDAY
2016-09-14,SILICON VALLEY,65,WEDNESDAY
2016-09-15,SILICON VALLEY,60,THURSDAY
2016-09-16,SILICON VALLEY,62,FRIDAY
2016-09-17,SILICON VALLEY,62,SATURDAY
2016-09-18,SILICON VALLEY,72,SUNDAY
2016-09-19,SILICON VALLEY,73,MONDAY
2016-09-20,SILICON VALLEY,65.5,TUESDAY
2016-09-21,SILICON VALLEY,61.5,WEDNESDAY
2016-09-22,SILICON VALLEY,62,THURSDAY
2016-09-23,SILICON VALLEY,62.5,FRIDAY
2016-09-24,SILICON VALLEY,70,SATURDAY
2016-09-25,SILICON VALLEY,76,SUNDAY
2016-09-26,SILICON VALLEY,78,MONDAY
2016-09-27,SILICON VALLEY,67.5,TUESDAY
2016-09-28,SILICON VALLEY,61.5,WEDNESDAY
2016-09-29,SILICON VALLEY,58.5,THURSDAY
2016-09-30,SILICON VALLEY,59.5,FRIDAY
2016-10-01,SILICON VALLEY,61.5,SATURDAY
2016-10-02,SILICON VALLEY,62,SUNDAY
2016-10-03,SILICON VALLEY,59.5,MONDAY
2016-10-04,SILICON VALLEY,63.5,TUESDAY
2016-10-05,SILICON VALLEY,62,WEDNESDAY
2016-10-06,SILICON VALLEY,64,THURSDAY
2016-10-07,SILICON VALLEY,69,FRIDAY
2016-10-08,SILICON VALLEY,70.5,SATURDAY
2016-10-09,SILICON VALLEY,66.5,SUNDAY
2016-10-10,SILICON VALLEY,61.5,MONDAY
2016-10-11,SILICON VALLEY,61.5,TUESDAY
2016-10-12,SILICON VALLEY,57.5,WEDNESDAY
2016-10-13,SILICON VALLEY,63.5,THURSDAY
2016-10-14,SILICON VALLEY,63,FRIDAY
2016-10-15,SILICON VALLEY,64,SATURDAY
2016-10-16,SILICON VALLEY,64,SUNDAY
2016-10-17,SILICON VALLEY,63.5,MONDAY
2016-10-18,SILICON VALLEY,62.5,TUESDAY
2016-10-19,SILICON VALLEY,63.5,WEDNESDAY
2016-10-20,SILICON VALLEY,66,THURSDAY
2016-10-21,SILICON VALLEY,65,FRIDAY
2016-10-22,SILICON VALLEY,61.5,SATURDAY
2016-10-23,SILICON VALLEY,58.5,SUNDAY
2016-10-24,SILICON VALLEY,64.5,MONDAY
2016-10-25,SILICON VALLEY,66.5,TUESDAY
2016-10-26,SILICON VALLEY,65,WEDNESDAY
2016-10-27,SILICON VALLEY,62.5,THURSDAY
2016-10-28,SILICON VALLEY,64,FRIDAY
2016-10-29,SILICON VALLEY,65.5,SATURDAY
2016-10-30,SILICON VALLEY,62,SUNDAY
2016-10-31,SILICON VALLEY,60,MONDAY
2016-11-01,SILICON VALLEY,58.5,TUESDAY
2016-11-02,SILICON VALLEY,60,WEDNESDAY
2016-11-03,SILICON VALLEY,62,THURSDAY
2016-11-04,SILICON VALLEY,63.5,FRIDAY
2016-11-05,SILICON VALLEY,59.5,SATURDAY
2016-11-06,SILICON VALLEY,63.5,SUNDAY
2016-11-07,SILICON VALLEY,63,MONDAY
2016-11-08,SILICON VALLEY,64.5,TUESDAY
2016-11-09,SILICON VALLEY,66,WEDNESDAY
2016-11-10,SILICON VALLEY,65,THURSDAY
2016-11-11,SILICON VALLEY,63,FRIDAY
2016-11-12,SILICON VALLEY,63.5,SATURDAY
2016-11-13,SILICON VALLEY,61,SUNDAY
2016-11-14,SILICON VALLEY,58.5,MONDAY
2016-11-15,SILICON VALLEY,60.5,TUESDAY
2016-11-16,SILICON VALLEY,55.5,WEDNESDAY
2016-11-17,SILICON VALLEY,53.5,THURSDAY
2016-11-18,SILICON VALLEY,56.5,FRIDAY
2016-11-19,SILICON VALLEY,58,SATURDAY
2016-11-20,SILICON VALLEY,57,SUNDAY
2016-11-21,SILICON VALLEY,56.5,MONDAY
2016-11-22,SILICON VALLEY,53.5,TUESDAY
2016-11-23,SILICON VALLEY,55.5,WEDNESDAY
2016-11-24,SILICON VALLEY,51.5,THURSDAY
2016-11-25,SILICON VALLEY,51.5,FRIDAY
2016-11-26,SILICON VALLEY,53.5,SATURDAY
2016-11-27,SILICON VALLEY,55,SUNDAY
2016-11-28,SILICON VALLEY,56,MONDAY
2016-11-29,SILICON VALLEY,52.5,TUESDAY
2016-11-30,SILICON VALLEY,50.5,WEDNESDAY
2016-12-01,SILICON VALLEY,52,THURSDAY
2016-12-02,SILICON VALLEY,55.5,FRIDAY
2016-12-03,SILICON VALLEY,53,SATURDAY
2016-12-04,SILICON VALLEY,52,SUNDAY
2016-12-05,SILICON VALLEY,52.5,MONDAY
2016-12-06,SILICON VALLEY,49.5,TUESDAY
2016-12-07,SILICON VALLEY,46.5,WEDNESDAY
2016-12-08,SILICON VALLEY,55,THURSDAY
2016-12-09,SILICON VALLEY,59.5,FRIDAY
2016-12-10,SILICON VALLEY,56.5,SATURDAY
2016-12-11,SILICON VALLEY,50.5,SUNDAY
2016-12-12,SILICON VALLEY,52,MONDAY
2016-12-13,SILICON VALLEY,52.5,TUESDAY
2016-12-14,SILICON VALLEY,57,WEDNESDAY
2016-12-15,SILICON VALLEY,56,THURSDAY
2016-12-16,SILICON VALLEY,49.5,FRIDAY
2016-12-17,SILICON VALLEY,45,SATURDAY
2016-12-18,SILICON VALLEY,45,SUNDAY
2016-12-19,SILICON VALLEY,45.5,MONDAY
2016-12-20,SILICON VALLEY,48,TUESDAY
2016-12-21,SILICON VALLEY,53.5,WEDNESDAY
2016-12-22,SILICON VALLEY,50,THURSDAY
2016-12-23,SILICON VALLEY,52,FRIDAY
2016-12-24,SILICON VALLEY,47.5,SATURDAY
2016-12-25,SILICON VALLEY,45,SUNDAY
2016-12-26,SILICON VALLEY,47,MONDAY
2016-12-27,SILICON VALLEY,46,TUESDAY
2016-12-28,SILICON VALLEY,49,WEDNESDAY
2016-12-29,SILICON VALLEY,49.5,THURSDAY
2016-12-30,SILICON VALLEY,49.5,FRIDAY
2016-12-31,SILICON VALLEY,48.5,SATURDAY
2017-01-01,SILICON VALLEY,50,SUNDAY
2017-01-02,SILICON VALLEY,48,MONDAY
2017-01-03,SILICON VALLEY,53.5,TUESDAY
2017-01-04,SILICON VALLEY,53,WEDNESDAY
2017-01-05,SILICON VALLEY,46,THURSDAY
2017-01-06,SILICON VALLEY,43.5,FRIDAY
2017-01-07,SILICON VALLEY,53,SATURDAY
2017-01-08,SILICON VALLEY,59,SUNDAY
2017-01-09,SILICON VALLEY,56,MONDAY
2017-01-10,SILICON VALLEY,58,TUESDAY
2017-01-11,SILICON VALLEY,54,WEDNESDAY
2017-01-12,SILICON VALLEY,48.5,THURSDAY
2017-01-13,SILICON VALLEY,48.5,FRIDAY
2017-01-14,SILICON VALLEY,49,SATURDAY
2017-01-15,SILICON VALLEY,46.5,SUNDAY
2017-01-16,SILICON VALLEY,49,MONDAY
2017-01-17,SILICON VALLEY,46.5,TUESDAY
2017-01-18,SILICON VALLEY,52,WEDNESDAY
2017-01-19,SILICON VALLEY,54.5,THURSDAY
2017-01-20,SILICON VALLEY,49.5,FRIDAY
2017-01-21,SILICON VALLEY,52,SATURDAY
2017-01-22,SILICON VALLEY,52,SUNDAY
2017-01-23,SILICON VALLEY,49.5,MONDAY
2017-01-24,SILICON VALLEY,47.5,TUESDAY
2017-01-25,SILICON VALLEY,48.5,WEDNESDAY
2017-01-26,SILICON VALLEY,49.5,THURSDAY
2017-01-27,SILICON VALLEY,49.5,FRIDAY
2017-01-28,SILICON VALLEY,50,SATURDAY
2017-01-29,SILICON VALLEY,50.5,SUNDAY
2017-01-30,SILICON VALLEY,51,MONDAY
2017-01-31,SILICON VALLEY,50.5,TUESDAY
2017-02-01,SILICON VALLEY,51.5,WEDNESDAY
2017-02-02,SILICON VALLEY,56.5,THURSDAY
2017-02-03,SILICON VALLEY,58,FRIDAY
2017-02-04,SILICON VALLEY,57,SATURDAY
2017-02-05,SILICON VALLEY,55.5,SUNDAY
2017-02-06,SILICON VALLEY,57.5,MONDAY
2017-02-07,SILICON VALLEY,59.5,TUESDAY
2017-02-08,SILICON VALLEY,60,WEDNESDAY
2017-02-09,SILICON VALLEY,60.5,THURSDAY
2017-02-10,SILICON VALLEY,56.5,FRIDAY
2017-02-11,SILICON VALLEY,53,SATURDAY
2017-02-12,SILICON VALLEY,54,SUNDAY
2017-02-13,SILICON VALLEY,54.5,MONDAY
2017-02-14,SILICON VALLEY,57,TUESDAY
2017-02-15,SILICON VALLEY,57,WEDNESDAY
2017-02-16,SILICON VALLEY,59.5,THURSDAY
2017-02-17,SILICON VALLEY,56.5,FRIDAY
2017-02-18,SILICON VALLEY,53.5,SATURDAY
2017-02-19,SILICON VALLEY,54,SUNDAY
2017-02-20,SILICON VALLEY,57,MONDAY
2017-02-21,SILICON VALLEY,55.5,TUESDAY
2017-02-22,SILICON VALLEY,50,WEDNESDAY
2017-02-23,SILICON VALLEY,47.5,THURSDAY
2017-02-24,SILICON VALLEY,47,FRIDAY
2017-02-25,SILICON VALLEY,50,SATURDAY
2017-02-26,SILICON VALLEY,48.5,SUNDAY
2017-02-27,SILICON VALLEY,48.5,MONDAY
2017-02-28,SILICON VALLEY,50,TUESDAY
2017-03-01,SILICON VALLEY,52.5,WEDNESDAY
2017-03-02,SILICON VALLEY,54.5,THURSDAY
2017-03-03,SILICON VALLEY,53,FRIDAY
2017-03-04,SILICON VALLEY,56,SATURDAY
2017-03-05,SILICON VALLEY,47.5,SUNDAY
2017-03-06,SILICON VALLEY,49.5,MONDAY
2017-03-07,SILICON VALLEY,50.5,TUESDAY
2017-03-08,SILICON VALLEY,55,WEDNESDAY
2017-03-09,SILICON VALLEY,58.5,THURSDAY
2017-03-10,SILICON VALLEY,59.5,FRIDAY
2017-03-11,SILICON VALLEY,57.5,SATURDAY
2017-03-12,SILICON VALLEY,59,SUNDAY
2017-03-13,SILICON VALLEY,62.5,MONDAY
2017-03-14,SILICON VALLEY,65,TUESDAY
2017-03-15,SILICON VALLEY,57,WEDNESDAY
2017-03-16,SILICON VALLEY,58,THURSDAY
2017-03-17,SILICON VALLEY,59.5,FRIDAY
2017-03-18,SILICON VALLEY,61,SATURDAY
2017-03-19,SILICON VALLEY,58.5,SUNDAY
2017-03-20,SILICON VALLEY,58.5,MONDAY
2017-03-21,SILICON VALLEY,61,TUESDAY
2017-03-22,SILICON VALLEY,55.5,WEDNESDAY
2017-03-23,SILICON VALLEY,55.5,THURSDAY
2017-03-24,SILICON VALLEY,55.5,FRIDAY
2017-03-25,SILICON VALLEY,56.5,SATURDAY
2017-03-26,SILICON VALLEY,57.5,SUNDAY
2017-03-27,SILICON VALLEY,56,MONDAY
2017-03-28,SILICON VALLEY,58,TUESDAY
2017-03-29,SILICON VALLEY,59,WEDNESDAY
2017-03-30,SILICON VALLEY,56,THURSDAY
2017-03-31,SILICON VALLEY,61.5,FRIDAY
2017-04-01,SILICON VALLEY,65.5,SATURDAY
2017-04-02,SILICON VALLEY,63,SUNDAY
2017-04-03,SILICON VALLEY,58.5,MONDAY
2017-04-04,SILICON VALLEY,60,TUESDAY
2017-04-05,SILICON VALLEY,60,WEDNESDAY
2017-04-06,SILICON VALLEY,57.5,THURSDAY
2017-04-07,SILICON VALLEY,57,FRIDAY
2017-04-08,SILICON VALLEY,51.5,SATURDAY
2017-04-09,SILICON VALLEY,52.5,SUNDAY
2017-04-10,SILICON VALLEY,55,MONDAY
2017-04-11,SILICON VALLEY,60,TUESDAY
2017-04-12,SILICON VALLEY,59,WEDNESDAY
2017-04-13,SILICON VALLEY,54.5,THURSDAY
2017-04-14,SILICON VALLEY,54,FRIDAY
2017-04-15,SILICON VALLEY,56.5,SATURDAY
2017-04-16,SILICON VALLEY,56,SUNDAY
2017-04-17,SILICON VALLEY,58,MONDAY
2017-04-18,SILICON VALLEY,59.5,TUESDAY
2017-04-19,SILICON VALLEY,58,WEDNESDAY
2017-04-20,SILICON VALLEY,59.5,THURSDAY
2017-04-21,SILICON VALLEY,62.5,FRIDAY
2017-04-22,SILICON VALLEY,58,SATURDAY
2017-04-23,SILICON VALLEY,58.5,SUNDAY
2017-04-24,SILICON VALLEY,57.5,MONDAY
2017-04-25,SILICON VALLEY,58,TUESDAY
2017-04-26,SILICON VALLEY,59,WEDNESDAY
2017-04-27,SILICON VALLEY,58.5,THURSDAY
2017-04-28,SILICON VALLEY,58.5,FRIDAY
2017-04-29,SILICON VALLEY,65.5,SATURDAY
2017-04-30,SILICON VALLEY,62,SUNDAY
2017-05-01,SILICON VALLEY,69,MONDAY
2017-05-02,SILICON VALLEY,71,TUESDAY
2017-05-03,SILICON VALLEY,70,WEDNESDAY
2017-05-04,SILICON VALLEY,59,THURSDAY
2017-05-05,SILICON VALLEY,57,FRIDAY
2017-05-06,SILICON VALLEY,56.5,SATURDAY
2017-05-07,SILICON VALLEY,60,SUNDAY
2017-05-08,SILICON VALLEY,60,MONDAY
2017-05-09,SILICON VALLEY,63,TUESDAY
2017-05-10,SILICON VALLEY,60.5,WEDNESDAY
2017-05-11,SILICON VALLEY,60.5,THURSDAY
2017-05-12,SILICON VALLEY,57.5,FRIDAY
2017-05-13,SILICON VALLEY,56.5,SATURDAY
2017-05-14,SILICON VALLEY,55.5,SUNDAY
2017-05-15,SILICON VALLEY,56.5,MONDAY
2017-05-16,SILICON VALLEY,57.5,TUESDAY
2017-05-17,SILICON VALLEY,58,WEDNESDAY
2017-05-18,SILICON VALLEY,62.5,THURSDAY
2017-05-19,SILICON VALLEY,66,FRIDAY
2017-05-20,SILICON VALLEY,69.5,SATURDAY
2017-05-21,SILICON VALLEY,65,SUNDAY
2017-05-22,SILICON VALLEY,60.5,MONDAY
2017-05-23,SILICON VALLEY,60.5,TUESDAY
2017-05-24,SILICON VALLEY,61,WEDNESDAY
2017-05-25,SILICON VALLEY,60,THURSDAY
2017-05-26,SILICON VALLEY,59.5,FRIDAY
2017-05-27,SILICON VALLEY,60.5,SATURDAY
2017-05-28,SILICON VALLEY,59,SUNDAY
2017-05-29,SILICON VALLEY,56.5,MONDAY
2017-05-30,SILICON VALLEY,57.5,TUESDAY
2017-05-31,SILICON VALLEY,62,WEDNESDAY
2017-06-01,SILICON VALLEY,62,THURSDAY
2017-06-02,SILICON VALLEY,62,FRIDAY
2017-06-03,SILICON VALLEY,60.5,SATURDAY
2017-06-04,SILICON VALLEY,60,SUNDAY
2017-06-05,SILICON VALLEY,62.5,MONDAY
2017-06-06,SILICON VALLEY,58.5,TUESDAY
2017-06-07,SILICON VALLEY,61,WEDNESDAY
2017-06-08,SILICON VALLEY,62.5,THURSDAY
2017-06-09,SILICON VALLEY,61,FRIDAY
2017-06-10,SILICON VALLEY,61,SATURDAY
2017-06-11,SILICON VALLEY,59,SUNDAY
2017-06-12,SILICON VALLEY,59,MONDAY
2017-06-13,SILICON VALLEY,61,TUESDAY
2017-06-14,SILICON VALLEY,63,WEDNESDAY
2017-06-15,SILICON VALLEY,63.5,THURSDAY
2017-06-16,SILICON VALLEY,66,FRIDAY
2017-06-17,SILICON VALLEY,66,SATURDAY
2017-06-18,SILICON VALLEY,79.5,SUNDAY
2017-06-19,SILICON VALLEY,67.5,MONDAY
2017-06-20,SILICON VALLEY,64,TUESDAY
2017-06-21,SILICON VALLEY,65,WEDNESDAY
2017-06-22,SILICON VALLEY,69.5,THURSDAY
2017-06-23,SILICON VALLEY,65.5,FRIDAY
2017-06-24,SILICON VALLEY,63,SATURDAY
2017-06-25,SILICON VALLEY,62.5,SUNDAY
2017-06-26,SILICON VALLEY,66,MONDAY
2017-06-27,SILICON VALLEY,61.5,TUESDAY
2017-06-28,SILICON VALLEY,61.5,WEDNESDAY
2017-06-29,SILICON VALLEY,61,THURSDAY
2017-06-30,SILICON VALLEY,59.5,FRIDAY
2017-07-01,SILICON VALLEY,60,SATURDAY
2017-07-02,SILICON VALLEY,64,SUNDAY
2017-07-03,SILICON VALLEY,66.5,MONDAY
2017-07-04,SILICON VALLEY,64.5,TUESDAY
2017-07-05,SILICON VALLEY,61,WEDNESDAY
2017-07-06,SILICON VALLEY,63.5,THURSDAY
2017-07-07,SILICON VALLEY,67.5,FRIDAY
2017-07-08,SILICON VALLEY,67.5,SATURDAY
2017-07-09,SILICON VALLEY,61.5,SUNDAY
2017-07-10,SILICON VALLEY,61.5,MONDAY
2017-07-11,SILICON VALLEY,64,TUESDAY
2017-07-12,SILICON VALLEY,63,WEDNESDAY
2017-07-13,SILICON VALLEY,62,THURSDAY
2017-07-14,SILICON VALLEY,65,FRIDAY
2017-07-15,SILICON VALLEY,70,SATURDAY
2017-07-16,SILICON VALLEY,71.5,SUNDAY
2017-07-17,SILICON VALLEY,64.5,MONDAY
2017-07-18,SILICON VALLEY,61,TUESDAY
2017-07-19,SILICON VALLEY,62,WEDNESDAY
2017-07-20,SILICON VALLEY,62,THURSDAY
2017-07-21,SILICON VALLEY,62.5,FRIDAY
2017-07-22,SILICON VALLEY,67.5,SATURDAY
2017-07-23,SILICON VALLEY,63,SUNDAY
2017-07-24,SILICON VALLEY,64.5,MONDAY
2017-07-25,SILICON VALLEY,70,TUESDAY
2017-07-26,SILICON VALLEY,65,WEDNESDAY
2017-07-27,SILICON VALLEY,66.5,THURSDAY
2017-07-28,SILICON VALLEY,62,FRIDAY
2017-07-29,SILICON VALLEY,62.5,SATURDAY
2017-07-30,SILICON VALLEY,64,SUNDAY
2017-07-31,SILICON VALLEY,62,MONDAY
2017-08-01,SILICON VALLEY,64.5,TUESDAY
2017-08-02,SILICON VALLEY,68,WEDNESDAY
2017-08-03,SILICON VALLEY,69.5,THURSDAY
2017-08-04,SILICON VALLEY,68,FRIDAY
2017-08-05,SILICON VALLEY,66,SATURDAY
2017-08-06,SILICON VALLEY,66,SUNDAY
2017-08-07,SILICON VALLEY,66,MONDAY
2017-08-08,SILICON VALLEY,65.5,TUESDAY
2017-08-09,SILICON VALLEY,63,WEDNESDAY
2017-08-10,SILICON VALLEY,65,THURSDAY
2017-08-11,SILICON VALLEY,64.5,FRIDAY
2017-08-12,SILICON VALLEY,66.5,SATURDAY
2017-08-13,SILICON VALLEY,66,SUNDAY
2017-08-14,SILICON VALLEY,61,MONDAY
2017-08-15,SILICON VALLEY,66,TUESDAY
2017-08-16,SILICON VALLEY,67.5,WEDNESDAY
2017-08-17,SILICON VALLEY,66,THURSDAY
2017-08-18,SILICON VALLEY,65.5,FRIDAY
2017-08-19,SILICON VALLEY,67.5,SATURDAY
2017-08-20,SILICON VALLEY,66.5,SUNDAY
2017-08-21,SILICON VALLEY,68,MONDAY
2017-08-22,SILICON VALLEY,66.5,TUESDAY
2017-08-23,SILICON VALLEY,64.5,WEDNESDAY
2017-08-24,SILICON VALLEY,64,THURSDAY
2017-08-25,SILICON VALLEY,62,FRIDAY
2017-08-26,SILICON VALLEY,67,SATURDAY
2017-08-27,SILICON VALLEY,68.5,SUNDAY
2017-08-28,SILICON VALLEY,65.5,MONDAY
2017-08-29,SILICON VALLEY,62.5,TUESDAY
2017-08-30,SILICON VALLEY,62.5,WEDNESDAY
2017-08-31,SILICON VALLEY,72,THURSDAY
2017-09-01,SILICON VALLEY,85.5,FRIDAY
2017-09-02,SILICON VALLEY,88,SATURDAY
2017-09-03,SILICON VALLEY,77,SUNDAY
2017-09-04,SILICON VALLEY,76,MONDAY
2017-09-05,SILICON VALLEY,71.5,TUESDAY
2017-09-06,SILICON VALLEY,71,WEDNESDAY
2017-09-07,SILICON VALLEY,67,THURSDAY
2017-09-08,SILICON VALLEY,66,FRIDAY
2017-09-09,SILICON VALLEY,68,SATURDAY
2017-09-10,SILICON VALLEY,76.5,SUNDAY
2017-09-11,SILICON VALLEY,76.5,MONDAY
2017-09-12,SILICON VALLEY,75,TUESDAY
2017-09-13,SILICON VALLEY,68.5,WEDNESDAY
2017-09-14,SILICON VALLEY,65.5,THURSDAY
2017-09-15,SILICON VALLEY,65,FRIDAY
2017-09-16,SILICON VALLEY,64,SATURDAY
2017-09-17,SILICON VALLEY,64.5,SUNDAY
2017-09-18,SILICON VALLEY,66.5,MONDAY
2017-09-19,SILICON VALLEY,65.5,TUESDAY
2017-09-20,SILICON VALLEY,65,WEDNESDAY
2017-09-21,SILICON VALLEY,61.5,THURSDAY
2017-09-22,SILICON VALLEY,63.5,FRIDAY
2017-09-23,SILICON VALLEY,65.5,SATURDAY
2017-09-24,SILICON VALLEY,66.5,SUNDAY
2017-09-25,SILICON VALLEY,69,MONDAY
2017-09-26,SILICON VALLEY,73.5,TUESDAY
2017-09-27,SILICON VALLEY,74.5,WEDNESDAY
2017-09-28,SILICON VALLEY,69.5,THURSDAY
2017-09-29,SILICON VALLEY,62.5,FRIDAY
2017-09-30,SILICON VALLEY,64.5,SATURDAY
2017-10-01,SILICON VALLEY,64.5,SUNDAY
2017-10-02,SILICON VALLEY,64,MONDAY
2017-10-03,SILICON VALLEY,63,TUESDAY
2017-10-04,SILICON VALLEY,64,WEDNESDAY
2017-10-05,SILICON VALLEY,64.5,THURSDAY
2017-10-06,SILICON VALLEY,68.5,FRIDAY
2017-10-07,SILICON VALLEY,65.5,SATURDAY
2017-10-08,SILICON VALLEY,66,SUNDAY
2017-10-09,SILICON VALLEY,69.5,MONDAY
2017-10-10,SILICON VALLEY,64.5,TUESDAY
2017-10-11,SILICON VALLEY,58.5,WEDNESDAY
2017-10-12,SILICON VALLEY,59.5,THURSDAY
2017-10-13,SILICON VALLEY,61.5,FRIDAY
2017-10-14,SILICON VALLEY,64.5,SATURDAY
2017-10-15,SILICON VALLEY,66.5,SUNDAY
2017-10-16,SILICON VALLEY,69.5,MONDAY
2017-10-17,SILICON VALLEY,64,TUESDAY
2017-10-18,SILICON VALLEY,55.5,WEDNESDAY
2017-10-19,SILICON VALLEY,60.5,THURSDAY
2017-10-20,SILICON VALLEY,59,FRIDAY
2017-10-21,SILICON VALLEY,59.5,SATURDAY
2017-10-22,SILICON VALLEY,62.5,SUNDAY
2017-10-23,SILICON VALLEY,69.5,MONDAY
2017-10-24,SILICON VALLEY,77.5,TUESDAY
2017-10-25,SILICON VALLEY,72.5,WEDNESDAY
2017-10-26,SILICON VALLEY,73.5,THURSDAY
2017-10-27,SILICON VALLEY,67,FRIDAY
2017-10-28,SILICON VALLEY,59.5,SATURDAY
2017-10-29,SILICON VALLEY,58,SUNDAY
